,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip
1758,53.487,40,3840,60,tcp,10.0.1.9,10.0.1.3
1759,53.478,40,3840,60,tcp,10.0.1.13,10.0.1.3
1760,53.456,80,3840,60,tcp,10.0.1.17,10.0.1.3
1761,53.454,240,3840,60,tcp,10.0.1.18,10.0.1.3
1762,53.45,80,3840,60,icmp,10.0.1.4,10.0.1.3
1763,53.445,40,3840,60,tcp,10.0.1.9,10.0.1.3
1764,53.444,40,3840,60,tcp,10.0.1.10,10.0.1.3
1765,53.442,40,3840,60,tcp,10.0.1.11,10.0.1.3
1766,53.427,40,3840,60,tcp,10.0.1.5,10.0.1.3
1767,53.426,40,3840,60,tcp,10.0.1.6,10.0.1.3
1768,53.421,40,3840,60,tcp,10.0.1.9,10.0.1.3
1769,53.421,80,3840,60,tcp,10.0.1.10,10.0.1.3
1770,53.411,40,3840,60,tcp,10.0.1.16,10.0.1.3
1771,53.408,40,3840,60,udp,10.0.1.18,10.0.1.3
1772,53.392,40,3840,60,udp,10.0.1.6,10.0.1.3
1773,53.39,40,3840,60,tcp,10.0.1.7,10.0.1.3
1774,53.373,40,3840,60,tcp,10.0.1.18,10.0.1.3
1775,53.371,40,3840,60,tcp,10.0.1.19,10.0.1.3
1776,53.367,80,3840,60,tcp,10.0.1.4,10.0.1.3
1777,53.367,40,3840,60,tcp,10.0.1.5,10.0.1.3
1778,53.36,40,3840,60,tcp,10.0.1.8,10.0.1.3
1779,53.356,120,3840,60,tcp,10.0.1.11,10.0.1.3
1780,53.353,40,3840,60,tcp,10.0.1.13,10.0.1.3
1781,53.35,40,3840,60,tcp,10.0.1.15,10.0.1.3
1782,53.348,120,3840,60,tcp,10.0.1.16,10.0.1.3
1783,53.346,40,3840,60,tcp,10.0.1.17,10.0.1.3
1784,53.345,40,3840,60,tcp,10.0.1.18,10.0.1.3
1785,53.344,40,3840,60,tcp,10.0.1.19,10.0.1.3
1786,53.341,40,3840,60,tcp,10.0.1.1,10.0.1.3
1787,53.338,160,3840,60,tcp,10.0.1.4,10.0.1.3
1788,53.329,360,3840,60,tcp,10.0.1.12,10.0.1.3
